,Date,Description,Size,Symbol,Expiration,Strike,Type,Trade Price,Profit/Loss,Stock Price,Year
10872,2017-08-23,Open 7DaysBeforeEarnings:Long Calls,1,WDAY,Sep1`17,104.0,Call,4.45, , $103.79,2017
10873,2017-08-23,Open 7DaysBeforeEarnings:Long Calls,1,CTRP,Sep1`17,53.5,Call,1.55, , $53.31,2017
10874,2017-08-23,Open 7DaysBeforeEarnings:Long Puts,1,CTRP,Sep1`17,53.5,Put,1.72, , $53.31,2017
10875,2017-08-23,Close 1DaysBeforeEarnings:Long Puts,-1,DLTR,Aug25`17,74.5,Put,2.28,-$22, $74.32,2017
10876,2017-08-23,Close 1DaysBeforeEarnings:Long Calls,-1,ULTA,Aug25`17,242.5,Call,5.25,-$601, $232.06,2017
10877,2017-08-23,Close 1DaysBeforeEarnings:Long Puts,-1,ULTA,Aug25`17,242.5,Put,15.55, $320, $232.06,2017
10878,2017-08-29,Close 1DaysBeforeEarnings:Long Calls,-1,CTRP,Sep1`17,53.5,Call,0.95,-$61, $52.16,2017
10879,2017-08-29,Close 1DaysBeforeEarnings:Long Puts,-1,ADI,Sep15`17,80.0,Put,2.38,-$27, $79.55,2017
10880,2017-08-29,Close 1DaysBeforeEarnings:Long Calls,-1,ADI,Sep15`17,80.0,Call,1.6, $17, $79.55,2017
10881,2017-08-29,Close 1DaysBeforeEarnings:Long Puts,-1,WDAY,Sep1`17,104.0,Put,3.5,-$80, $104.41,2017
10882,2017-08-29,Close 1DaysBeforeEarnings:Long Calls,-1,WDAY,Sep1`17,104.0,Call,3.95,-$51, $104.41,2017
10883,2017-08-29,Close 1DaysBeforeEarnings:Long Puts,-1,CTRP,Sep1`17,53.5,Put,2.3, $58, $52.16,2017
10884,2017-09-12,Open 7DaysBeforeEarnings:Long Puts,1,ADBE,Sep22`17,157.5,Put,4.28, , $156.31,2017
10885,2017-09-12,Open 7DaysBeforeEarnings:Long Calls,1,ADBE,Sep22`17,157.5,Call,3.02, , $156.31,2017
10886,2017-09-18,Close 1DaysBeforeEarnings:Long Puts,-1,ADBE,Sep22`17,157.5,Put,4.05,-$23, $155.77,2017
10887,2017-09-18,Close 1DaysBeforeEarnings:Long Calls,-1,ADBE,Sep22`17,157.5,Call,2.36,-$67, $155.77,2017
10888,2017-09-19,Open 7DaysBeforeEarnings:Long Puts,1,NKE,Sep29`17,53.5,Put,1.63, , $53.33,2017
10889,2017-09-19,Open 7DaysBeforeEarnings:Long Calls,1,CTAS,Oct20`17,135.0,Call,3.5, , $134.75,2017
10890,2017-09-19,Open 7DaysBeforeEarnings:Long Puts,1,MU,Sep29`17,36.0,Put,1.48, , $35.95,2017
10891,2017-09-19,Open 7DaysBeforeEarnings:Long Calls,1,MU,Sep29`17,36.0,Call,1.46, , $35.95,2017
10892,2017-09-19,Open 7DaysBeforeEarnings:Long Calls,1,NKE,Sep29`17,53.5,Call,1.48, , $53.33,2017
10893,2017-09-19,Open 7DaysBeforeEarnings:Long Puts,1,CTAS,Oct20`17,135.0,Put,3.7, , $134.75,2017
10894,2017-09-25,Close 1DaysBeforeEarnings:Long Calls,-1,CTAS,Oct20`17,135.0,Call,4.65, $114, $136.87,2017
10895,2017-09-25,Close 1DaysBeforeEarnings:Long Puts,-1,MU,Sep29`17,36.0,Put,2.13, $65, $34.87,2017
10896,2017-09-25,Close 1DaysBeforeEarnings:Long Calls,-1,MU,Sep29`17,36.0,Call,1.02,-$45, $34.87,2017
10897,2017-09-25,Close 1DaysBeforeEarnings:Long Puts,-1,NKE,Sep29`17,53.5,Put,1.56,-$7, $53.23,2017
10898,2017-09-25,Close 1DaysBeforeEarnings:Long Puts,-1,CTAS,Oct20`17,135.0,Put,2.8,-$90, $136.87,2017
10899,2017-09-25,Close 1DaysBeforeEarnings:Long Calls,-1,NKE,Sep29`17,53.5,Call,1.33,-$16, $53.23,2017
10900,2017-09-26,Open 7DaysBeforeEarnings:Long Calls,1,PAYX,Oct20`17,60.0,Call,1.15, , $59.94,2017
10901,2017-09-26,Open 7DaysBeforeEarnings:Long Puts,1,PAYX,Oct20`17,60.0,Put,1.15, , $59.94,2017
10902,2017-09-28,Open 7DaysBeforeEarnings:Long Puts,1,COST,Oct6`17,165.0,Put,3.35, , $163.9,2017
10903,2017-09-28,Open 7DaysBeforeEarnings:Long Calls,1,COST,Oct6`17,165.0,Call,2.26, , $163.9,2017
10904,2017-10-02,Close 1DaysBeforeEarnings:Long Puts,-1,PAYX,Oct20`17,60.0,Put,1.38, $23, $59.81,2017
10905,2017-10-02,Close 1DaysBeforeEarnings:Long Calls,-1,PAYX,Oct20`17,60.0,Call,0.85,-$31, $59.81,2017
10906,2017-10-04,Open 7DaysBeforeEarnings:Long Puts,1,FAST,Oct20`17,46.0,Put,1.48, , $45.65,2017
10907,2017-10-04,Open 7DaysBeforeEarnings:Long Calls,1,FAST,Oct20`17,46.0,Call,1.15, , $45.65,2017
10908,2017-10-04,Close 1DaysBeforeEarnings:Long Puts,-1,COST,Oct6`17,165.0,Put,2.5,-$85, $165.21,2017
10909,2017-10-04,Close 1DaysBeforeEarnings:Long Calls,-1,COST,Oct6`17,165.0,Call,2.74, $47, $165.21,2017
10910,2017-10-05,Open 7DaysBeforeEarnings:Long Calls,1,JPM,Oct13`17,97.0,Call,1.21, , $97.09,2017
10911,2017-10-05,Open 7DaysBeforeEarnings:Long Puts,1,JPM,Oct13`17,97.0,Put,1.14, , $97.09,2017
10912,2017-10-06,Open 7DaysBeforeEarnings:Long Puts,1,JBHT,Oct20`17,105.0,Put,1.72, , $106.73,2017
10913,2017-10-06,Open 7DaysBeforeEarnings:Long Calls,1,JBHT,Oct20`17,105.0,Call,3.4, , $106.73,2017
10914,2017-10-09,Open 7DaysBeforeEarnings:Long Puts,1,NFLX,Oct20`17,197.5,Put,8.7, , $196.87,2017
10915,2017-10-09,Open 7DaysBeforeEarnings:Long Calls,1,NFLX,Oct20`17,197.5,Call,8.2, , $196.87,2017
10916,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,IBM,Oct20`17,149.0,Call,2.46, , $148.5,2017
10917,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,UNH,Oct20`17,195.0,Call,3.0, , $194.68,2017
10918,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,GS,Oct20`17,242.5,Put,3.85, , $242.6,2017
10919,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,LRCX,Oct20`17,185.0,Put,5.0, , $184.9,2017
10920,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,IBM,Oct20`17,149.0,Put,2.76, , $148.5,2017
10921,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,GS,Oct20`17,242.5,Call,3.97, , $242.6,2017
10922,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,CSX,Oct20`17,52.5,Put,1.4, , $52.39,2017
10923,2017-10-10,Close 1DaysBeforeEarnings:Long Calls,-1,FAST,Oct20`17,46.0,Call,0.75,-$41, $44.86,2017
10924,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,UNH,Oct20`17,195.0,Put,3.32, , $194.68,2017
10925,2017-10-10,Open 7DaysBeforeEarnings:Long Puts,1,JNJ,Oct20`17,134.0,Put,1.8, , $133.9,2017
10926,2017-10-10,Close 1DaysBeforeEarnings:Long Puts,-1,FAST,Oct20`17,46.0,Put,1.88, $40, $44.86,2017
10927,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,CSX,Oct20`17,52.5,Call,1.27, , $52.39,2017
10928,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,LRCX,Oct20`17,185.0,Call,4.75, , $184.9,2017
10929,2017-10-10,Open 7DaysBeforeEarnings:Long Calls,1,JNJ,Oct20`17,134.0,Call,1.78, , $133.9,2017
10930,2017-10-11,Close 1DaysBeforeEarnings:Long Puts,-1,JPM,Oct13`17,97.0,Put,1.16, $2, $96.84,2017
10931,2017-10-11,Open 7DaysBeforeEarnings:Long Puts,1,EBAY,Oct20`17,38.5,Put,1.13, , $38.31,2017
10932,2017-10-11,Open 7DaysBeforeEarnings:Long Puts,1,ASML,Oct20`17,175.0,Put,4.75, , $172.9,2017
10933,2017-10-11,Open 7DaysBeforeEarnings:Long Calls,1,ASML,Oct20`17,175.0,Call,2.75, , $172.9,2017
10934,2017-10-11,Open 7DaysBeforeEarnings:Long Puts,1,AXP,Oct20`17,92.0,Put,1.44, , $91.96,2017
10935,2017-10-11,Close 1DaysBeforeEarnings:Long Calls,-1,JPM,Oct13`17,97.0,Call,0.72,-$50, $96.84,2017
10936,2017-10-11,Open 7DaysBeforeEarnings:Long Calls,1,AXP,Oct20`17,92.0,Call,1.43, , $91.96,2017
10937,2017-10-11,Open 7DaysBeforeEarnings:Long Calls,1,EBAY,Oct20`17,38.5,Call,0.96, , $38.31,2017
10938,2017-10-12,Open 7DaysBeforeEarnings:Long Calls,1,MXIM,Oct20`17,49.0,Call,1.2, , $49.14,2017
10939,2017-10-12,Open 7DaysBeforeEarnings:Long Puts,1,VZ,Oct20`17,48.5,Put,0.81, , $48.35,2017
10940,2017-10-12,Open 7DaysBeforeEarnings:Long Calls,1,VZ,Oct20`17,48.5,Call,0.64, , $48.35,2017
10941,2017-10-12,Open 7DaysBeforeEarnings:Long Puts,1,MXIM,Oct20`17,49.0,Put,1.02, , $49.14,2017
10942,2017-10-12,Open 7DaysBeforeEarnings:Long Puts,1,ISRG,Oct20`17,363.33,Put,9.2, , $362.53,2017
10943,2017-10-12,Open 7DaysBeforeEarnings:Long Calls,1,ISRG,Oct20`17,363.33,Call,8.45, , $362.53,2017
10944,2017-10-12,Close 1DaysBeforeEarnings:Long Puts,-1,JBHT,Oct20`17,105.0,Put,1.18,-$54, $108.35,2017
10945,2017-10-12,Close 1DaysBeforeEarnings:Long Calls,-1,JBHT,Oct20`17,105.0,Call,4.45, $104, $108.35,2017
10946,2017-10-12,Open 7DaysBeforeEarnings:Long Puts,1,TRV,Oct20`17,125.0,Put,1.25, , $125.95,2017
10947,2017-10-12,Open 7DaysBeforeEarnings:Long Calls,1,TRV,Oct20`17,125.0,Call,2.28, , $125.95,2017
10948,2017-10-12,Open 7DaysBeforeEarnings:Long Puts,1,PYPL,Oct20`17,69.0,Put,1.86, , $68.86,2017
10949,2017-10-12,Open 7DaysBeforeEarnings:Long Calls,1,PYPL,Oct20`17,69.0,Call,1.74, , $68.86,2017
10950,2017-10-13,Open 7DaysBeforeEarnings:Long Puts,1,PG,Oct20`17,93.0,Put,1.32, , $93.04,2017
10951,2017-10-13,Open 7DaysBeforeEarnings:Long Calls,1,GE,Oct20`17,23.0,Call,0.4, , $22.98,2017
10952,2017-10-13,Open 7DaysBeforeEarnings:Long Puts,1,GE,Oct20`17,23.0,Put,0.4, , $22.98,2017
10953,2017-10-13,Open 7DaysBeforeEarnings:Long Calls,1,PG,Oct20`17,93.0,Call,0.77, , $93.04,2017
10954,2017-10-13,Close 1DaysBeforeEarnings:Long Calls,-1,NFLX,Oct20`17,197.5,Call,8.88, $67, $199.49,2017
10955,2017-10-13,Close 1DaysBeforeEarnings:Long Puts,-1,NFLX,Oct20`17,197.5,Put,6.98,-$172, $199.49,2017
10956,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,GS,Oct20`17,242.5,Put,3.15,-$70, $242.41,2017
10957,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,CSX,Oct20`17,52.5,Call,1.35, $7, $52.84,2017
10958,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,CSX,Oct20`17,52.5,Put,0.83,-$57, $52.84,2017
10959,2017-10-16,Open 7DaysBeforeEarnings:Long Puts,1,STX,Oct27`17,35.0,Put,1.84, , $34.49,2017
10960,2017-10-16,Open 7DaysBeforeEarnings:Long Calls,1,STX,Oct27`17,35.0,Call,1.28, , $34.49,2017
10961,2017-10-16,Open 7DaysBeforeEarnings:Long Calls,1,HAS,Oct27`17,97.5,Call,3.15, , $97.13,2017
10962,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,GS,Oct20`17,242.5,Call,2.96,-$102, $242.41,2017
10963,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,UNH,Oct20`17,195.0,Call,2.31,-$70, $193.2,2017
10964,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,UNH,Oct20`17,195.0,Put,4.22, $90, $193.2,2017
10965,2017-10-16,Open 7DaysBeforeEarnings:Long Calls,1,TMUS,Oct27`17,61.0,Call,1.79, , $60.97,2017
10966,2017-10-16,Open 7DaysBeforeEarnings:Long Puts,1,TMUS,Oct27`17,61.0,Put,1.81, , $60.97,2017
10967,2017-10-16,Open 7DaysBeforeEarnings:Long Puts,1,HAS,Oct27`17,97.5,Put,3.55, , $97.13,2017
10968,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,JNJ,Oct20`17,134.0,Call,2.61, $82, $136.12,2017
10969,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,LRCX,Oct20`17,185.0,Call,8.85, $409, $192.36,2017
10970,2017-10-16,Close 1DaysBeforeEarnings:Long Calls,-1,IBM,Oct20`17,149.0,Call,1.64,-$83, $146.83,2017
10971,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,IBM,Oct20`17,149.0,Put,3.8, $104, $146.83,2017
10972,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,LRCX,Oct20`17,185.0,Put,1.62,-$338, $192.36,2017
10973,2017-10-16,Close 1DaysBeforeEarnings:Long Puts,-1,JNJ,Oct20`17,134.0,Put,0.61,-$119, $136.12,2017
10974,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,CAT,Oct27`17,130.0,Call,2.34, , $130.54,2017
10975,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,BIIB,Oct27`17,345.0,Put,9.25, , $344.47,2017
10976,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,ESRX,Oct27`17,57.5,Put,1.72, , $57.21,2017
10977,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,ESRX,Oct27`17,57.5,Call,1.45, , $57.21,2017
10978,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,CAT,Oct27`17,130.0,Put,2.54, , $130.54,2017
10979,2017-10-17,Close 1DaysBeforeEarnings:Long Calls,-1,AXP,Oct20`17,92.0,Call,1.02,-$42, $91.69,2017
10980,2017-10-17,Close 1DaysBeforeEarnings:Long Puts,-1,AXP,Oct20`17,92.0,Put,1.38,-$6, $91.69,2017
10981,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,BIIB,Oct27`17,345.0,Call,8.7, , $344.47,2017
10982,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,UTX,Oct27`17,119.0,Call,1.74, , $119.36,2017
10983,2017-10-17,Close 1DaysBeforeEarnings:Long Calls,-1,EBAY,Oct20`17,38.5,Call,0.47,-$50, $37.49,2017
10984,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,TXN,Oct27`17,94.0,Put,1.5, , $94.27,2017
10985,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,PCAR,Nov17`17,72.5,Call,1.9, , $72.7,2017
10986,2017-10-17,Close 1DaysBeforeEarnings:Long Puts,-1,EBAY,Oct20`17,38.5,Put,1.46, $33, $37.49,2017
10987,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,MCD,Oct27`17,165.0,Call,2.74, , $165.4,2017
10988,2017-10-17,Close 1DaysBeforeEarnings:Long Puts,-1,ASML,Oct20`17,175.0,Put,2.45,-$230, $176.34,2017
10989,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,UTX,Oct27`17,119.0,Put,1.38, , $119.36,2017
10990,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,MCD,Oct27`17,165.0,Put,2.22, , $165.4,2017
10991,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,MMM,Oct27`17,217.5,Call,3.16, , $217.75,2017
10992,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,MMM,Oct27`17,217.5,Put,2.78, , $217.75,2017
10993,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,ILMN,Oct27`17,207.5,Put,7.4, , $206.48,2017
10994,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,ILMN,Oct27`17,207.5,Call,6.45, , $206.48,2017
10995,2017-10-17,Close 1DaysBeforeEarnings:Long Calls,-1,ASML,Oct20`17,175.0,Call,3.75, $99, $176.34,2017
10996,2017-10-17,Open 7DaysBeforeEarnings:Long Puts,1,PCAR,Nov17`17,72.5,Put,1.82, , $72.7,2017
10997,2017-10-17,Open 7DaysBeforeEarnings:Long Calls,1,TXN,Oct27`17,94.0,Call,1.82, , $94.27,2017
10998,2017-10-18,Close 1DaysBeforeEarnings:Long Puts,-1,TRV,Oct20`17,125.0,Put,0.25,-$100, $130.02,2017
10999,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,BA,Oct27`17,260.0,Call,5.22, , $260.04,2017
11000,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,CTXS,Nov17`17,82.5,Call,2.7, , $82.27,2017
11001,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,XLNX,Oct27`17,72.5,Call,1.74, , $72.07,2017
11002,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,ORLY,Nov17`17,210.0,Call,9.75, , $212.99,2017
11003,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,ORLY,Nov17`17,210.0,Put,6.7, , $212.99,2017
11004,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,AMGN,Oct27`17,187.5,Call,2.88, , $186.28,2017
11005,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,AMGN,Oct27`17,187.5,Put,4.08, , $186.28,2017
11006,2017-10-18,Close 1DaysBeforeEarnings:Long Calls,-1,TRV,Oct20`17,125.0,Call,5.5, $321, $130.02,2017
11007,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,CTXS,Nov17`17,82.5,Put,2.78, , $82.27,2017
11008,2017-10-18,Close 1DaysBeforeEarnings:Long Puts,-1,MXIM,Oct20`17,49.0,Put,0.57,-$45, $49.85,2017
11009,2017-10-18,Close 1DaysBeforeEarnings:Long Calls,-1,MXIM,Oct20`17,49.0,Call,1.42, $21, $49.85,2017
11010,2017-10-18,Close 1DaysBeforeEarnings:Long Calls,-1,ISRG,Oct20`17,363.33,Call,4.8,-$366, $354.37,2017
11011,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,CA,Nov17`17,34.0,Put,1.05, , $33.73,2017
11012,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,XLNX,Oct27`17,72.5,Put,2.12, , $72.07,2017
11013,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,BA,Oct27`17,260.0,Put,5.15, , $260.04,2017
11014,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,CA,Nov17`17,34.0,Call,0.7, , $33.73,2017
11015,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,VRTX,Oct27`17,155.0,Call,3.45, , $154.76,2017
11016,2017-10-18,Close 1DaysBeforeEarnings:Long Puts,-1,VZ,Oct20`17,48.5,Put,0.8,-$1, $48.65,2017
11017,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,KO,Oct27`17,46.5,Put,0.53, , $46.4,2017
11018,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,KO,Oct27`17,46.5,Call,0.48, , $46.4,2017
11019,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,VRTX,Oct27`17,155.0,Put,3.42, , $154.76,2017
11020,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,V,Oct27`17,108.0,Call,1.46, , $107.8,2017
11021,2017-10-18,Close 1DaysBeforeEarnings:Long Calls,-1,VZ,Oct20`17,48.5,Call,0.75, $10, $48.65,2017
11022,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,SIRI,Oct27`17,6.0,Call,0.03, , $5.75,2017
11023,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,SIRI,Oct27`17,6.0,Put,0.29, , $5.75,2017
11024,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,V,Oct27`17,108.0,Put,1.67, , $107.8,2017
11025,2017-10-18,Close 1DaysBeforeEarnings:Long Puts,-1,PYPL,Oct20`17,69.0,Put,2.7, $84, $67.26,2017
11026,2017-10-18,Close 1DaysBeforeEarnings:Long Puts,-1,ISRG,Oct20`17,363.33,Put,13.75, $455, $354.37,2017
11027,2017-10-18,Open 7DaysBeforeEarnings:Long Calls,1,WBA,Oct27`17,68.0,Call,1.25, , $67.74,2017
11028,2017-10-18,Open 7DaysBeforeEarnings:Long Puts,1,WBA,Oct27`17,68.0,Put,1.5, , $67.74,2017
11029,2017-10-18,Close 1DaysBeforeEarnings:Long Calls,-1,PYPL,Oct20`17,69.0,Call,0.98,-$77, $67.26,2017
11030,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,CMCSA,Oct27`17,37.0,Put,0.71, , $36.9,2017
11031,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,CELG,Oct27`17,136.0,Put,2.64, , $135.96,2017
11032,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,GOOGL,Oct27`17,1002.5,Put,22.55, , $1001.84,2017
11033,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,KLAC,Nov17`17,110.0,Call,2.62, , $108.05,2017
11034,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,CELG,Oct27`17,136.0,Call,2.56, , $135.96,2017
11035,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,GOOGL,Oct27`17,1002.5,Call,22.05, , $1001.84,2017
11036,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,CMCSA,Oct27`17,37.0,Call,0.61, , $36.9,2017
11037,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,ALXN,Oct27`17,141.0,Call,4.9, , $140.46,2017
11038,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,KLAC,Nov17`17,110.0,Put,4.85, , $108.05,2017
11039,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,ALXN,Oct27`17,141.0,Put,5.75, , $140.46,2017
11040,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,CHTR,Oct27`17,352.5,Call,7.55, , $351.67,2017
11041,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,MSFT,Oct27`17,78.0,Call,1.34, , $77.91,2017
11042,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,ALGN,Oct27`17,197.5,Put,7.4, , $196.85,2017
11043,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,CDNS,Nov17`17,42.0,Put,1.45, , $41.81,2017
11044,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,INTC,Oct27`17,40.0,Put,0.72, , $40.09,2017
11045,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,CDNS,Nov17`17,42.0,Call,1.3, , $41.81,2017
11046,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,INTC,Oct27`17,40.0,Call,0.82, , $40.09,2017
11047,2017-10-19,Close 1DaysBeforeEarnings:Long Puts,-1,GE,Oct20`17,23.0,Put,0.28,-$12, $23.58,2017
11048,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,CERN,Nov17`17,72.5,Call,2.55, , $72.8,2017
11049,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,CERN,Nov17`17,72.5,Put,2.2, , $72.8,2017
11050,2017-10-19,Close 1DaysBeforeEarnings:Long Calls,-1,GE,Oct20`17,23.0,Call,0.88, $47, $23.58,2017
11051,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,ALGN,Oct27`17,197.5,Call,6.65, , $196.85,2017
11052,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,EXPE,Oct27`17,155.0,Call,3.4, , $153.4,2017
11053,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,EXPE,Oct27`17,155.0,Put,5.0, , $153.4,2017
11054,2017-10-19,Close 1DaysBeforeEarnings:Long Calls,-1,PG,Oct20`17,93.0,Call,0.52,-$26, $91.59,2017
11055,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,AMZN,Oct27`17,987.5,Call,23.28, , $986.61,2017
11056,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,AMZN,Oct27`17,987.5,Put,24.85, , $986.61,2017
11057,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,CHTR,Oct27`17,352.5,Put,8.45, , $351.67,2017
11058,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,MSFT,Oct27`17,78.0,Put,1.4, , $77.91,2017
11059,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,BMRN,Nov17`17,90.0,Put,4.6, , $88.13,2017
11060,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,GILD,Oct27`17,81.5,Call,1.83, , $81.59,2017
11061,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,AAL,Oct27`17,51.5,Call,1.2, , $51.51,2017
11062,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,AAL,Oct27`17,51.5,Put,1.24, , $51.51,2017
11063,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,GOOG,Oct27`17,985.0,Call,20.7, , $984.45,2017
11064,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,GOOG,Oct27`17,985.0,Put,20.25, , $984.45,2017
11065,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,WYNN,Oct27`17,146.0,Put,3.1, , $145.53,2017
11066,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,GILD,Oct27`17,81.5,Put,1.74, , $81.59,2017
11067,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,BIDU,Oct27`17,265.0,Put,9.55, , $264.52,2017
11068,2017-10-19,Open 7DaysBeforeEarnings:Long Puts,1,WDC,Oct27`17,85.5,Put,2.58, , $85.48,2017
11069,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,WDC,Oct27`17,85.5,Call,2.5, , $85.48,2017
11070,2017-10-19,Close 1DaysBeforeEarnings:Long Puts,-1,PG,Oct20`17,93.0,Put,1.98, $66, $91.59,2017
11071,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,WYNN,Oct27`17,146.0,Call,2.58, , $145.53,2017
11072,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,BIDU,Oct27`17,265.0,Call,9.02, , $264.52,2017
11073,2017-10-19,Open 7DaysBeforeEarnings:Long Calls,1,BMRN,Nov17`17,90.0,Call,2.72, , $88.13,2017
11074,2017-10-20,Close 1DaysBeforeEarnings:Long Puts,-1,TMUS,Oct27`17,61.0,Put,1.46,-$35, $60.46,2017
11075,2017-10-20,Open 7DaysBeforeEarnings:Long Puts,1,MRK,Oct27`17,64.0,Put,0.72, , $63.88,2017
11076,2017-10-20,Open 7DaysBeforeEarnings:Long Calls,1,MRK,Oct27`17,64.0,Call,0.6, , $63.88,2017
11077,2017-10-20,Open 7DaysBeforeEarnings:Long Puts,1,CVX,Oct27`17,119.0,Put,1.32, , $118.64,2017
11078,2017-10-20,Open 7DaysBeforeEarnings:Long Calls,1,CVX,Oct27`17,119.0,Call,0.84, , $118.64,2017
11079,2017-10-20,Close 1DaysBeforeEarnings:Long Calls,-1,TMUS,Oct27`17,61.0,Call,0.9,-$90, $60.46,2017
11080,2017-10-20,Open 7DaysBeforeEarnings:Long Puts,1,XOM,Oct27`17,83.0,Put,0.6, , $83.11,2017
